method,query_id,camera_id,runA_frame,stratum,ground_truth_label,runB_min,runB_max,raw_predicted_runB_frame,gated_by,accepted,predicted_runB_frame,correct,interval_distance,preferred_frame_error
submitted_plus_both_gates,cam5_v3_10,cam5,1255,kink,match,1156,1156,1161,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_11,cam5,1382,corridor,match,1279,1279,1284,,True,1284,False,5,5
submitted_plus_both_gates,cam5_v3_12,cam5,1514,kink,match,1418,1420,1426,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_13,cam5,1628,corridor,match,1546,1550,1548,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_14,cam5,1638,kink,match,1557,1559,1562,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_15,cam5,1691,kink,match,1621,1621,1635,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_16,cam5,1925,corridor,match,1873,1873,1878,,True,1878,False,5,5
submitted_plus_both_gates,cam5_v3_17,cam5,1948,kink,match,1897,1897,1900,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_18,cam5,2146,corridor,match,2111,2111,2115,,True,2115,False,4,4
submitted_plus_both_gates,cam5_v3_19,cam5,2223,kink,match,2188,2188,2195,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_20,cam5,2440,kink,match,2439,2441,2454,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_21,cam5,2511,kink,match,2510,2514,2524,near_kink,False,,,,
submitted_plus_both_gates,cam5_v3_22,cam5,2541,corridor,match,2551,2551,2554,,True,2554,False,3,3
submitted_plus_both_gates,cam5_v3_23,cam5,2562,kink,match,2584,2586,2578,near_kink,False,,,,
